Name;Country_ISO3;Lat;Lon;Status
Deeside, Flintshire, Wales;GBR;53.225118;-3.0767897;Found in GBR
Seabank, Avonmouth, Bristol, UK;GBR;51.539156;-2.6703691;Found (Global Search)
Turleenan;"GBR;IRL";54.4657579;-6.6803026;Found in GBR
Estarreja;PRT;40.7523494;-8.5703455;Found in PRT
Paraimo Batalha;PRT;;;Not Found
Vila Nova De Famalicão Pt;"ESP;PRT";41.3866603;-8.4603489;Found in PRT
Recareivermoim;PRT;;;Not Found
Arenales - Caceres;ESP;39.6134446;-6.4268716;Found in ESP
La Plana;ESP;42.0533795;1.871109;Found in ESP
Piossasco;"FRA;ITA";44.990896;7.4629349;Found in ITA
Verbois;"CHE;FRA";46.1930405;6.028862;Found in CHE
Rueyres;FRA;44.7480871;1.8463514;Found in FRA
Horta;"BEL;FRA";50.8259485;4.3457493;Found in BEL
Glorenza;"AUT;ITA";46.6714924;10.5539127;Found in ITA
Divaca;"ITA;SVN";45.6869095;14.0125353;Found in SVN
Velebit;HRV;44.4093795;15.3344778;Found in HRV
Chilling;"FRA;GBR";45.1886842;5.7271138;Found in FRA
Pljevlja;MNE;43.3561668;19.3578632;Found in MNE
Obrenovac;"BIH;MNE;SRB";43.7508385;17.8444597;Found in BIH
Mlaabi;"ITA;TUN";;;Not Found
Pallanzenoit-Baggio;"CHE;ITA";;;Not Found
Altomonte;ITA;39.6978818;16.1271277;Found in ITA
Lux-De;"BEL;DEU;LUX";50.8781955;4.6987854;Found in BEL
Emdeneast;DEU;;;Not Found
Cloppenburgeast;DEU;;;Not Found
Philippsburg;DEU;49.2367495;8.4546679;Found in DEU
Großgartach Bergrheinfeld West;DEU;;;Not Found
Isar;DEU;48.251073;11.683983;Found in DEU
Klixbüll;DEU;54.8020784;8.8900168;Found in DEU
Unterweser;DEU;53.3256109;8.4806296;Found in DEU
Elsflehtwest;DEU;;;Not Found
Landesbergen;DEU;52.5610203;9.1238142;Found in DEU
Udine Sud;"ITA;SVN";46.0177698;13.2167921;Found in ITA
Endersbach;DEU;48.8103115;9.3655003;Found in DEU
Schwandorf;DEU;49.3152832;12.0866152;Found in DEU
Altheim;DEU;48.5808015;10.0271338;Found in DEU
Westtirol;"AUT;DEU";47.2439282;10.8742905;Found in AUT
Kisvárda Area;"HUN;SVK";48.2238494;22.0780306;Found (Global Search)
Nybrohemsjo;"LTU;LVA;SWE";;;Not Found
Sindi;"EST;LVA";58.4075128;24.6583155;Found in EST
Kristinestad;FIN;62.2741909;21.3772419;Found in FIN
Pyhänselkä;FIN;;;Not Found
Petajavesi;FIN;62.2504776;25.2004692;Found in FIN
Twinstead;GBR;51.9965368;0.7087295;Found in GBR
Rizziconi, Calabria, Italy;ITA;38.4119961;15.9592404;Found in ITA
Waltham Cross;GBR;51.6857829;-0.0330001;Found in GBR
Wimbledon;GBR;51.4214787;-0.2064027;Found in GBR
Pembroke;GBR;51.674041;-4.908674;Found in GBR
Tavira;PRT;37.1262493;-7.6499121;Found in PRT
Burgas;"BGR;ROU";42.4936616;27.4721276;Found in BGR
Trolltjärn;SWE;63.8425045;18.0490975;Found in SWE
La Martyre;"FRA;IRL";48.4483714;-4.1580155;Found in FRA
Mintia;ROU;45.9238836;22.8487956;Found in ROU
Cluj E - Gadalin;ROU;46.8402209;23.8485171;Found (Global Search)
Dodewaard;"AUT;ISL;ITA;NLD";51.9140052;5.6569388;Found in NLD
Falagueira;PRT;38.7613137;-9.2259842;Found in PRT
Colunga;ITA;44.4728217;11.4647143;Found in ITA
Benevento Ii;ITA;41.1295587;14.7824639;Found in ITA
Chiari;ITA;45.5364624;9.928846;Found in ITA
Redipuglia;ITA;45.8471782;13.4889599;Found in ITA
Trino;ITA;45.1939397;8.2969866;Found in ITA
Chignolo Po;ITA;45.148166;9.481559;Found in ITA
Godelleta;ESP;39.427628;-0.6705911;Found in ESP
Arcos de la Frontera, Cadiz, Spain;;36.7526913;-5.8122092;Found (Global Search)
Antwerp Area Or Izegem -;"BEL;ISL";;;Not Found
Göhlsiems;DEU;;;Not Found
Kiel;DEU;54.3227085;10.135555;Found in DEU
Halbemond;DEU;53.5658058;7.297287;Found in DEU
Pergousa;GRC;36.5876335;27.0380816;Found in GRC
Wilhelmshafen;DEU;51.1000283;17.1188578;Found (Global Search)
Emdeneast;;;;Not Found
Baden-Würtemberg Bavaria;DEU;49.7342092;9.3389686;Found in DEU
Bisaccia;ITA;41.012121;15.374753;Found in ITA
Hessebaden-Würtemberg;DEU;;;Not Found
Tiengen;DEU;47.9842416;7.7153083;Found in DEU
Exeter;"FRA;GBR";48.1275416;-1.6565201;Found in FRA
Eichstetten;"AUT;BEL;DEU;FRA";48.0938296;7.7314344;Found in DEU
Guestrow;"DEU;SWE";53.793587;12.1764906;Found in DEU
Bicker Fen;"DNK;GBR";52.9370211;-0.2288096;Found in GBR
