Inv_index,Duration,from,to,status,Inv_Line_Length_km,Inv_Technology,Capacity_MW,Voltage_kV,Inv_Element.type,Project_Country_ISO3,Project_N_Countries,Project_Region,Project_Jurisdiction,Infr_Type,Inv_Element_Category,Inv_Environment,Covid19,NewDirective
1,3.0,3,4,1,66.5,AC,1650.0,400.0,Overhead Line,PRT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
1,3.0,4,5,1,66.5,AC,1650.0,400.0,Overhead Line,PRT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
2,6.0,2,3,1,67.0,AC,0.0,400.0,ACTransmissionLine,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
2,6.0,2,6,2,67.0,AC,0.0,400.0,ACTransmissionLine,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
3,5.0,3,4,1,37.6,AC,680.0,400.0,Overhead Line,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
3,3.0,4,5,1,37.6,AC,680.0,400.0,Overhead Line,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
4,8.0,3,4,1,138.58,AC,0.0,400.0,ACTransmissionLine,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
4,4.0,4,4,0,138.58,AC,0.0,400.0,ACTransmissionLine,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
8,4.0,3,6,2,108.0,AC,1780.0,400.0,Overhead Line,PRT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
18,12.0,3,4,1,30.0,AC,0.0,400.0,ACTransmissionLine,ESP;PRT,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
31,6.0,1,6,2,177.0,AC,2060.0,400.0,Overhead Line,ESP,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
36,2.0,3,4,1,,DC,,320.0,Underground Cable,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
36,1.0,3,4,1,,DC,,320.0,Underground Cable,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
36,1.0,4,5,1,,DC,,320.0,Underground Cable,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
38,1.0,1,2,1,394.0,DC,2000.0,400.0,OffshoreDCTransmissionCable,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
38,5.0,2,3,1,394.0,DC,2000.0,400.0,OffshoreDCTransmissionCable,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
38,6.0,3,4,1,394.0,DC,2000.0,400.0,OffshoreDCTransmissionCable,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
38,2.0,4,4,0,394.0,DC,2000.0,400.0,OffshoreDCTransmissionCable,ESP;FRA,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
55,4.0,3,4,1,190.0,DC,1200.0,320.0,Underground Cable,FRA;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
55,6.0,4,5,1,190.0,DC,1200.0,320.0,Underground Cable,FRA;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
60,4.0,1,2,1,80.0,AC,1000.0,400.0,ACTransmissionLine,BEL;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
60,1.0,2,3,1,80.0,AC,1000.0,400.0,ACTransmissionLine,BEL;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
60,5.0,3,4,1,80.0,AC,1000.0,400.0,ACTransmissionLine,BEL;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
60,2.0,4,5,1,80.0,AC,1000.0,400.0,ACTransmissionLine,BEL;FRA,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
62,4.0,3,4,1,250.0,DC,1000.0,320.0,Subsea Cable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
62,2.0,4,5,1,250.0,DC,1000.0,320.0,Subsea Cable,FRA;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,1
63,8.0,2,6,2,140.0,AC,800.0,400.0,Overhead Line,AUT;ITA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
68,1.0,1,6,2,120.0,AC,,400.0,Overhead Line,ITA;SVN,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
70,6.0,4,5,1,475.0,DC,1200.0,500.0,Subsea Cable,ITA;MNE,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
75,6.0,4,5,1,,,,,,ITA,1.0,EU,Internal,,,,0,0
86,16.0,3,3,0,178.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
90,12.0,3,4,1,80.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
90,4.0,4,4,0,80.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
91,2.0,3,4,1,85.0,AC,250.0,400.0,Overhead Line,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
91,3.0,4,5,1,85.0,AC,250.0,400.0,Overhead Line,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
92,3.0,3,4,1,,,,,,ITA,1.0,EU,Internal,,,,0,0
92,3.0,4,5,1,,,,,,ITA,1.0,EU,Internal,,,,0,0
96,10.0,3,4,1,30.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
96,2.0,4,5,1,30.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
121,6.0,3,6,2,,,,,,CHE,1.0,Extra-EU,Internal,,,,0,0
122,6.0,3,6,2,120.0,AC,,400.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
123,6.0,2,6,2,90.0,AC,1500.0,400.0,Overhead Line,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
124,5.0,1,6,2,90.0,AC,1500.0,400.0,Overhead Line,CHE,1.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
125,3.0,3,4,1,,,,,,CHE,1.0,Extra-EU,Internal,,,,0,0
125,3.0,4,5,1,,,,,,CHE,1.0,Extra-EU,Internal,,,,0,0
126,6.0,1,6,2,,AC,,400.0,Underground Cable,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
127,6.0,1,6,2,30.0,AC,500.0,220.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
128,6.0,3,6,2,,,,,,CHE,1.0,Extra-EU,Internal,,,,0,0
129,6.0,3,6,2,65.0,AC,,400.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
130,6.0,2,6,2,50.0,AC,1500.0,400.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
133,6.0,1,6,2,180.0,AC,1500.0,400.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,0,0
134,6.0,3,6,2,30.0,AC,1500.0,400.0,Overhead Line,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
136,0.09999999999990905,1,2,1,45.0,AC,1200.0,380.0,Overhead Line,CHE,1.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
136,0.09999999999990905,1,2,1,45.0,AC,1200.0,380.0,Overhead Line,CHE,1.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
136,2.0,1,6,2,45.0,AC,1200.0,380.0,Overhead Line,CHE,1.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
139,5.0,3,4,1,26.0,AC,1200.0,400.0,Overhead Line,DEU;POL,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
139,5.0,4,5,1,26.0,AC,1200.0,400.0,Overhead Line,DEU;POL,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
140,1.0,1,6,2,,AC,,400.0,Overhead Line,DEU;POL,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
141,2.0,3,4,1,24.0,AC,400.0,150.0,OffshoreACTransmissionCable,DEU;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,0,0
141,6.0,4,5,1,24.0,AC,400.0,150.0,OffshoreACTransmissionCable,DEU;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,0
142,4.0,3,4,1,623.0,DC,1400.0,500.0,OffshoreDCTransmissionCable,DEU;NOR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,0,0
142,6.0,4,5,1,623.0,DC,1400.0,500.0,OffshoreDCTransmissionCable,DEU;NOR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,0
144,1.0,1,2,1,110.0,AC,720.0,380.0,ACTransmissionLine,DEU;DNK,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
144,3.0,2,3,1,110.0,AC,720.0,380.0,ACTransmissionLine,DEU;DNK,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
144,2.0,3,4,1,110.0,AC,720.0,380.0,ACTransmissionLine,DEU;DNK,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,0,0
144,4.0,4,5,1,110.0,AC,720.0,380.0,ACTransmissionLine,DEU;DNK,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
145,6.0,3,4,1,57.0,AC,1500.0,380.0,Overhead Line,DEU;NLD,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
145,4.0,4,5,1,57.0,AC,1500.0,380.0,Overhead Line,DEU;NLD,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
146,6.0,3,4,1,90.0,DC,1000.0,320.0,DCTransmissionLine,BEL;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
146,2.0,4,5,1,90.0,DC,1000.0,320.0,DCTransmissionLine,BEL;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
147,4.0,3,4,1,43.0,AC,2008.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
147,6.0,4,5,1,43.0,AC,2008.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
148,2.0,2,3,1,65.0,AC,2410.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
148,3.0,3,4,1,65.0,AC,2410.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
148,5.0,4,5,1,65.0,AC,2410.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
149,10.0,3,6,2,14.0,AC,3749.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
151,10.0,3,4,1,95.0,AC,3538.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
151,2.0,4,6,2,95.0,AC,3538.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
156,10.0,3,4,1,182.0,AC,988.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
156,2.0,4,6,2,182.0,AC,988.0,380.0,ACTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
157,10.0,3,6,2,210.0,AC,2264.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
160,3.0,3,4,1,32.0,AC,111.0,154.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
160,5.0,4,5,1,32.0,AC,111.0,154.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
163,2.0,3,4,1,133.0,DC,576.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
163,3.0,4,5,1,133.0,DC,576.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
164,2.0,3,4,1,206.0,DC,864.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
164,4.0,4,5,1,206.0,DC,864.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
165,2.0,3,4,1,167.0,DC,800.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
165,4.0,4,5,1,167.0,DC,800.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
167,2.0,3,4,1,205.0,DC,800.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
167,3.0,4,5,1,205.0,DC,800.0,400.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
176,3.0,1,2,1,120.0,AC,754.0,380.0,Overhead Line,DEU,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
176,5.0,2,6,2,120.0,AC,754.0,380.0,Overhead Line,DEU,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
177,2.0,3,6,2,,AC,,,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
179,10.0,4,5,1,94.0,AC,900.0,400.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
188,3.0,2,3,1,110.0,AC,774.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
188,7.0,3,6,2,110.0,AC,774.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
193,3.0,3,4,1,92.0,AC,3583.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
193,3.0,4,5,1,92.0,AC,3583.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
194,1.0,3,4,1,115.0,AC,750.0,220.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
194,5.0,4,5,1,115.0,AC,750.0,220.0,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
195,2.0,3,6,2,,AC,,,Subsea Cable,DEU,1.0,EU,Internal,New,Cable/Line,Offshore,0,0
200,2.0,3,6,2,195.0,AC,0.0,380.0,Overhead Line,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
208,4.0,2,6,2,,,,,,DEU,1.0,EU,Internal,,,,0,0
211,4.0,1,2,1,190.0,DC,900.0,320.0,Subsea Cable,,,Unknown,Internal,New,Cable/Line,Offshore,0,0
211,2.0,2,6,2,190.0,DC,900.0,320.0,Subsea Cable,,,Unknown,Internal,New,Cable/Line,Offshore,0,1
212,6.0,3,6,2,90.0,AC,2320.0,400.0,Overhead Line,AUT;DEU,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
214,2.0,1,2,1,110.0,AC,1000.0,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
214,1.0,2,6,2,110.0,AC,1000.0,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
214,2.0,2,6,2,110.0,AC,1000.0,400.0,Overhead Line,HUN;SVK,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
216,5.0,3,6,2,128.0,AC,1740.0,400.0,Overhead Line,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
218,5.0,1,2,1,190.0,AC,320.0,400.0,Overhead Line,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
218,3.0,2,6,2,190.0,AC,320.0,400.0,Overhead Line,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
219,7.0,2,6,2,105.0,AC,470.0,380.0,Overhead Line,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
223,4.0,3,6,2,80.0,AC,1085.0,400.0,Overhead Line,HRV;SVN,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
225,3.0,2,3,1,193.0,AC,800.0,400.0,Overhead Line,SVN,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
225,5.0,3,6,2,193.0,AC,800.0,400.0,Overhead Line,SVN,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,0,0
227,6.0,1,6,2,155.0,AC,504.0,400.0,Overhead Line,BIH;HRV,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
235,2.0,3,4,1,242.0,AC,160.0,400.0,Overhead Line,ALB;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
235,2.0,4,5,1,242.0,AC,160.0,400.0,Overhead Line,ALB;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
236,2.0,4,5,1,170.0,AC,620.0,400.0,Overhead Line,MKD;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
238,5.0,3,4,1,131.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
238,7.0,4,5,1,131.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
238,2.0,4,5,1,131.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
239,2.0,1,2,1,151.0,AC,160.0,400.0,Overhead Line,ALB;MKD,2.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
239,1.0,2,3,1,151.0,AC,160.0,400.0,Overhead Line,ALB;MKD,2.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
239,5.0,3,6,2,151.0,AC,160.0,400.0,Overhead Line,ALB;MKD,2.0,Extra-EU,Internal,New,Cable/Line,Onshore,0,0
244,2.0,3,4,1,110.0,AC,301.0,400.0,Overhead Line,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
244,3.0,3,4,1,110.0,AC,301.0,400.0,Overhead Line,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
244,2.0,4,5,1,110.0,AC,301.0,400.0,Overhead Line,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
256,10.0,3,4,1,153.0,AC,0.0,400.0,ACTransmissionLine,BGR;GRC,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,0
256,2.0,4,5,1,153.0,AC,0.0,400.0,ACTransmissionLine,BGR;GRC,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
258,8.0,3,4,1,13.0,AC,0.0,400.0,ACTransmissionLine,BGR;GRC,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
258,2.0,4,5,1,13.0,AC,0.0,400.0,ACTransmissionLine,BGR;GRC,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
262,8.0,3,4,1,145.0,AC,0.0,400.0,ACTransmissionLine,BGR;GRC,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
262,2.0,4,5,1,145.0,AC,0.0,400.0,ACTransmissionLine,BGR;GRC,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
265,3.0,2,6,2,,,,,,BGR,1.0,EU,Internal,,,,0,0
269,6.0,3,4,1,116.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,0,0
269,10.0,4,5,1,116.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,0
270,16.0,3,4,1,166.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,0
273,1.0,2,3,1,159.0,AC,0.0,400.0,ACTransmissionLine,BGR;ROU,2.0,EU,Internal,New,Cable/Line,Onshore,0,0
273,7.0,3,4,1,159.0,AC,0.0,400.0,ACTransmissionLine,BGR;ROU,2.0,EU,Internal,New,Cable/Line,Onshore,0,0
273,4.0,4,5,1,159.0,AC,0.0,400.0,ACTransmissionLine,BGR;ROU,2.0,EU,Internal,New,Cable/Line,Onshore,1,1
275,1.0,2,3,1,140.0,AC,0.0,400.0,ACTransmissionLine,BGR;ROU,2.0,EU,Internal,New,Cable/Line,Onshore,0,0
275,9.0,3,4,1,140.0,AC,0.0,400.0,ACTransmissionLine,BGR;ROU,2.0,EU,Internal,New,Cable/Line,Onshore,1,0
275,4.0,4,4,0,140.0,AC,0.0,400.0,ACTransmissionLine,BGR;ROU,2.0,EU,Internal,New,Cable/Line,Onshore,1,1
276,3.0,2,3,1,260.0,AC,165.0,400.0,Overhead Line,ROU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
276,5.0,3,6,2,260.0,AC,165.0,400.0,Overhead Line,ROU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
302,2.0,2,3,1,98.0,AC,1000.0,400.0,Overhead Line,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
302,3.0,3,4,1,98.0,AC,1000.0,400.0,Overhead Line,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
302,3.0,4,5,1,98.0,AC,1000.0,400.0,Overhead Line,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
303,3.0,2,3,1,54.0,AC,350.0,400.0,Overhead Line,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
304,3.0,2,3,1,73.0,AC,750.0,400.0,Overhead Line,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
304,5.0,3,6,2,73.0,AC,750.0,400.0,Overhead Line,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
306,6.0,3,6,2,,AC,500.0,400.0,Substation,CZE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
307,1.0,3,4,1,,,500.0,400.0,Substation,CZE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
307,3.0,4,5,1,,,500.0,400.0,Substation,CZE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
308,2.0,1,2,1,83.0,AC,0.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
308,1.0,2,3,1,83.0,AC,0.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
308,11.0,3,4,1,83.0,AC,0.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
308,2.0,4,5,1,83.0,AC,0.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
309,7.0,3,4,1,87.0,AC,500.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
309,2.0,4,5,1,87.0,AC,500.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
311,4.0,3,4,1,,AC,500.0,400.0,Substation,CZE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
311,2.0,4,6,2,,AC,500.0,400.0,Substation,CZE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,1
312,6.0,3,6,2,,AC,300.0,400.0,Substation,CZE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,0,0
313,3.0,2,3,1,120.5,AC,0.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
313,13.0,3,3,0,120.5,AC,0.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
314,3.0,2,3,1,27.0,AC,200.0,400.0,Overhead Line,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
315,3.0,2,3,1,117.0,AC,0.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
315,13.0,3,3,0,117.0,AC,0.0,400.0,ACTransmissionLine,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,1,0
316,5.0,3,6,2,89.0,AC,100.0,400.0,Overhead Line,CZE,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
353,8.0,2,3,1,70.0,AC,0.0,400.0,ACTransmissionLine,POL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
353,4.0,3,4,1,70.0,AC,0.0,400.0,ACTransmissionLine,POL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
353,2.0,4,5,1,70.0,AC,0.0,400.0,ACTransmissionLine,POL,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
355,10.0,2,3,1,108.0,AC,0.0,400.0,ACTransmissionLine,POL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
368,2.0,4,5,1,,AC,,400.0,Overhead Line,POL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
369,3.0,3,4,1,,AC,,400.0,Overhead Line,POL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
369,3.0,4,5,1,,AC,,400.0,Overhead Line,POL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
370,2.0,3,4,1,,,,,,POL,1.0,EU,Internal,,,,0,0
370,2.0,4,5,1,,,,,,POL,1.0,EU,Internal,,,,0,0
371,1.0,4,5,1,,,,,,POL,1.0,EU,Internal,,,,0,0
373,4.0,4,5,1,108.0,AC,0.0,400.0,ACTransmissionLine,LTU;POL,2.0,EU,Internal,New,Cable/Line,Onshore,1,1
374,8.0,3,6,2,90.0,AC,300.0,400.0,Overhead Line,POL,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
376,2.0,4,5,1,,,,,,LTU,1.0,EU,Internal,,,,0,0
377,2.0,3,4,1,,,,,,LTU,1.0,EU,Internal,,,,0,0
377,4.0,4,5,1,,,,,,LTU,1.0,EU,Internal,,,,0,0
378,10.0,2,6,2,80.0,AC,150.0,330.0,Overhead Line,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
379,3.0,2,3,1,,,,,,LTU,1.0,EU,Internal,,,,0,0
380,5.0,1,6,2,200.0,AC,150.0,330.0,Overhead Line,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
382,10.0,2,3,1,80.7,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
382,4.0,3,4,1,80.7,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
382,2.0,4,4,0,80.7,AC,0.0,330.0,ACTransmissionLine,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
383,3.0,3,4,1,,,,,,LTU;SWE,2.0,EU,Cross-border,,,,0,0
383,3.0,4,5,1,,,,,,LTU;SWE,2.0,EU,Cross-border,,,,0,0
385,2.0,2,3,1,380.0,AC,150.0,330.0,Overhead Line,LVA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
385,1.0,3,4,1,380.0,AC,150.0,330.0,Overhead Line,LVA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
385,7.0,4,5,1,380.0,AC,150.0,330.0,Overhead Line,LVA,1.0,EU,Internal,New,Cable/Line,Onshore,0,0
386,4.0,2,3,1,205.0,AC,500.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
386,2.0,3,4,1,205.0,AC,500.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,0,0
386,4.0,4,5,1,205.0,AC,500.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
