Inv_index,Duration,from,to,status,Inv_Line_Length_km,Inv_Technology,Capacity_MW,Voltage_kV,Inv_Element.type,Project_Country_ISO3,Project_N_Countries,Project_Region,Project_Jurisdiction,Infr_Type,Inv_Element_Category,Inv_Environment,Covid19,NewDirective
1691,4.0,1,6,2,31.0,AC,0.0,380.0,OffshoreACTransmissionCable,DEU;NLD,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1692,6.0,2,2,0,270.0,DC,2000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1693,6.0,2,2,0,440.0,DC,2000.0,525.0,DCTransmissionLine,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1694,2.0,1,6,2,170.0,AC,,330.0,Overhead Line,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1695,2.0,1,6,2,72.0,AC,,330.0,Overhead Line,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1697,4.0,2,3,1,175.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1697,2.0,3,3,0,175.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1698,6.0,2,2,0,0.0,AC,0.0,400.0,OnshoreSubstation,BGR;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1699,6.0,2,2,0,77.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1700,6.0,2,2,0,50.0,AC,0.0,400.0,ACTransmissionLine,BGR;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1701,4.0,2,6,2,65.0,AC,0.0,400.0,ACTransmissionLine,BGR;BIH;MNE;SRB,4.0,Extra-EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1702,4.0,2,6,2,0.0,AC,0.0,0.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1703,2.0,4,4,0,0.0,AC,0.0,330.0,OnshoreSubstation,EST;LTU;LVA;POL,4.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1704,4.0,1,6,2,60.0,AC,0.0,220.0,OffshoreACTransmissionCable,GRC,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1706,6.0,1,1,0,202.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,BEL;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1707,6.0,1,1,0,610.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,DEU;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1708,4.0,1,6,2,640.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,DNK;GBR,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1709,6.0,1,6,2,450.0,DC,600.0,600.0,OffshoreDCTransmissionCable,EGY;GRC,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1711,2.0,4,6,2,0.0,AC,,400.0,Substation,CZE,1.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,1,1
1712,2.0,4,5,1,0.0,AC,,400.0,Substation,CZE,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1713,6.0,2,2,0,202.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1715,6.0,2,2,0,104.0,AC,0.0,220.0,ACTransmissionLine,AUT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1716,2.0,4,5,1,179.0,AC,0.0,150.0,ACTransmissionLine,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1717,2.0,3,4,1,373.0,DC,1000.0,500.0,DCTransmissionLine,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1717,4.0,4,5,1,373.0,DC,1000.0,500.0,DCTransmissionLine,GRC,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1718,2.0,1,6,2,0.0,AC,,400.0,Substation,HRV,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1719,2.0,1,6,2,0.0,AC,,400.0,Substation,HRV,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1721,2.0,2,6,2,0.0,AC,,380.0,Substation,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1722,2.0,1,6,2,700.0,DC,2000.0,,Underground Cable,DEU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1723,2.0,1,6,2,90.0,AC,,400.0,Overhead Line,HRV,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1724,2.0,1,6,2,105.0,AC,,220.0,Overhead Line,HRV,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1725,2.0,1,6,2,0.0,AC,,220.0,Substation,HRV,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1726,6.0,1,1,0,214.0,DC,1000.0,525.0,DCTransmissionLine,CHE;DEU,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1727,6.0,3,3,0,0.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1730,2.0,1,6,2,0.0,AC,,,Reactive Compensation Device,FIN,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1731,2.0,4,5,1,40.0,AC,,380.0,Overhead Line,NLD,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1733,2.0,3,6,2,106.6,AC,,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1734,2.0,4,5,1,30.0,AC,,380.0,Overhead Line,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,1,1
1736,6.0,1,1,0,150.0,AC,0.0,400.0,ACTransmissionLine,BGR;TUR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1738,4.0,1,2,1,130.0,AC,0.0,400.0,ACTransmissionLine,GRC;TUR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1738,2.0,2,2,0,130.0,AC,0.0,400.0,ACTransmissionLine,GRC;TUR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1740,6.0,1,6,2,195.0,DC,500.0,320.0,OffshoreDCTransmissionCable,LVA;SWE,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1741,6.0,1,6,2,125.0,DC,700.0,320.0,OffshoreDCTransmissionCable,LVA;SWE,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1742,4.0,1,2,1,50.6,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1742,2.0,2,2,0,50.6,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1743,4.0,1,2,1,80.0,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1743,2.0,2,2,0,80.0,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1744,4.0,1,2,1,60.0,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1744,2.0,2,2,0,60.0,AC,0.0,400.0,ACTransmissionLine,HUN;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1745,2.0,1,6,2,1070.0,DC,2000.0,400.0,Subsea Cable,ALB;GRC;LBY,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1746,2.0,1,6,2,600.0,DC,2000.0,525.0,Subsea Cable,BGR;GRC;MKD,3.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1747,2.0,1,6,2,110.0,DC,2000.0,525.0,Overhead Line,BGR;GRC;MKD,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1748,2.0,1,6,2,170.0,DC,2000.0,525.0,Overhead Line,BGR;GRC;MKD,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1749,2.0,1,6,2,180.0,DC,2000.0,400.0,Underground Cable,ALB;GRC;LBY,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1750,4.0,1,6,2,40.0,AC,0.0,220.0,OffshoreSubstation,IRL,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1751,2.0,3,4,1,122.0,AC,0.0,220.0,OffshoreACTransmissionCable,ITA;MLT,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1752,2.0,4,4,0,87.0,AC,0.0,330.0,ACTransmissionLine,EST,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1753,2.0,4,4,0,70.0,AC,0.0,330.0,ACTransmissionLine,EST,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1754,2.0,4,4,0,0.0,AC,0.0,330.0,OnshoreSubstation,EST,1.0,EU,Internal,Upgrade,Nodal Infrastructure,Onshore,1,1
1755,4.0,1,2,1,150.0,AC,1000.0,220.0,OffshoreACTransmissionCable,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1756,2.0,1,6,2,85.0,AC,0.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1757,2.0,1,6,2,90.0,AC,0.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1758,4.0,1,2,1,95.0,AC,0.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1759,2.0,1,2,1,773.0,DC,2000.0,1050.0,OffshoreDCTransmissionCable,BEL;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1759,2.0,2,2,0,773.0,DC,2000.0,1050.0,OffshoreDCTransmissionCable,BEL;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1760,2.0,1,2,1,120.0,DC,700.0,450.0,OffshoreDCTransmissionCable,EST;FIN,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1760,2.0,2,2,0,120.0,DC,700.0,450.0,OffshoreDCTransmissionCable,EST;FIN,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1761,4.0,1,2,1,0.0,AC,1000.0,220.0,OffshoreSubstation,EST;LVA,2.0,EU,Cross-border,New,Nodal Infrastructure,Offshore,1,1
1762,2.0,1,2,1,250.0,AC,0.0,400.0,ACTransmissionLine,FIN;SWE,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1762,2.0,2,2,0,250.0,AC,0.0,400.0,ACTransmissionLine,FIN;SWE,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1763,4.0,3,3,0,1.0,AC,0.0,380.0,ACTransmissionLine,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,1,1
1764,4.0,1,6,2,475.0,AC,0.0,400.0,ACTransmissionLine,SWE,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1765,4.0,1,2,1,160.0,DC,700.0,525.0,OffshoreDCTransmissionCable,DNK;SWE,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1766,4.0,3,3,0,81.5,AC,0.0,400.0,ACTransmissionLine,CZE;DEU,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1767,4.0,3,3,0,1.0,AC,0.0,220.0,ACTransmissionLine,CHE,1.0,Extra-EU,Internal,New,Cable/Line,Onshore,1,1
1768,4.0,3,3,0,1.0,AC,0.0,380.0,ACTransmissionLine,CHE,1.0,Extra-EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1769,4.0,2,6,2,66.3,AC,0.0,330.0,ACTransmissionLine,EST;FIN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1770,4.0,2,6,2,28.7,AC,0.0,330.0,ACTransmissionLine,EST;FIN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1771,4.0,2,2,0,107.8,AC,0.0,330.0,ACTransmissionLine,EST;FIN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1773,4.0,2,2,0,20.3,AC,0.0,220.0,ACTransmissionLine,DEU;LUX,2.0,EU,Cross-border,Upgrade,Cable/Line,Onshore,1,1
1774,4.0,2,2,0,57.7,AC,0.0,330.0,ACTransmissionLine,EST;FIN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1775,4.0,2,2,0,41.0,AC,0.0,330.0,ACTransmissionLine,EST;FIN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1777,2.0,1,2,1,215.0,DC,2000.0,1050.0,OffshoreDCTransmissionCable,BEL;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1777,2.0,2,2,0,215.0,DC,2000.0,1050.0,OffshoreDCTransmissionCable,BEL;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1778,2.0,1,2,1,0.0,AC,0.0,330.0,OnshoreSubstation,LTU,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1778,2.0,2,2,0,0.0,AC,0.0,330.0,OnshoreSubstation,LTU,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1779,2.0,2,6,2,70.0,AC,0.0,220.0,OnshoreSubstation,LTU,1.0,EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1780,2.0,2,3,1,300.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1780,2.0,3,3,0,300.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1781,2.0,2,3,1,290.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1781,2.0,3,3,0,290.0,AC,0.0,400.0,ACTransmissionLine,FIN,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1782,4.0,1,1,0,1155.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,GEO;ROU,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1783,4.0,4,5,1,90.0,AC,0.0,400.0,ACTransmissionLine,LTU;LVA;SWE,3.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1784,4.0,3,6,2,98.0,AC,0.0,400.0,ACTransmissionLine,LTU;LVA;SWE,3.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1785,2.0,1,2,1,100.0,AC,0.0,400.0,ACTransmissionLine,EST;FIN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1785,2.0,2,2,0,100.0,AC,0.0,400.0,ACTransmissionLine,EST;FIN,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1787,4.0,2,2,0,140.0,AC,0.0,400.0,ACTransmissionLine,GRC;TUR,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1788,2.0,1,6,2,170.0,AC,0.0,330.0,ACTransmissionLine,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1789,2.0,1,6,2,72.0,AC,0.0,330.0,ACTransmissionLine,LTU,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1791,2.0,2,3,1,60.0,DC,1400.0,1050.0,OffshoreSubstation,BEL,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1791,2.0,3,3,0,60.0,DC,1400.0,1050.0,OffshoreSubstation,BEL,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1792,2.0,3,6,2,512.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,CYP;EGY,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1793,4.0,1,2,1,229.0,DC,1200.0,525.0,OffshoreDCTransmissionCable,DEU;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1794,4.0,1,2,1,193.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1795,2.0,3,4,1,424.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1795,2.0,4,4,0,424.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1796,4.0,2,2,0,116.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1797,4.0,2,2,0,42.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1798,2.0,2,3,1,9.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1798,2.0,3,3,0,9.0,AC,0.0,400.0,ACTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1799,2.0,1,2,1,275.0,DC,1000.0,400.0,OffshoreDCTransmissionCable,GRC;ITA,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1799,2.0,2,2,0,275.0,DC,1000.0,400.0,OffshoreDCTransmissionCable,GRC;ITA,2.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1804,2.0,1,6,2,85.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1805,4.0,2,2,0,71.0,AC,0.0,220.0,ACTransmissionLine,AUT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1806,2.0,1,6,2,156.0,AC,0.0,220.0,ACTransmissionLine,AUT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1808,2.0,1,2,1,60.0,AC,0.0,225.0,OffshoreACTransmissionCable,FRA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1808,2.0,2,2,0,60.0,AC,0.0,225.0,OffshoreACTransmissionCable,FRA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1809,2.0,1,2,1,60.0,AC,0.0,225.0,OffshoreACTransmissionCable,FRA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1809,2.0,2,2,0,60.0,AC,0.0,225.0,OffshoreACTransmissionCable,FRA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1810,2.0,1,2,1,100.0,DC,1250.0,320.0,DCTransmissionLine,FRA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1810,2.0,2,2,0,100.0,DC,1250.0,320.0,DCTransmissionLine,FRA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1811,2.0,1,2,1,100.0,DC,1250.0,320.0,OffshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1811,2.0,2,2,0,100.0,DC,1250.0,320.0,OffshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1812,2.0,1,2,1,80.0,AC,0.0,225.0,OffshoreACTransmissionCable,FRA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1812,2.0,2,2,0,80.0,AC,0.0,225.0,OffshoreACTransmissionCable,FRA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1813,2.0,1,2,1,140.0,DC,0.0,320.0,OffshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1813,2.0,2,2,0,140.0,DC,0.0,320.0,OffshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1815,4.0,1,6,2,0.0,AC,0.0,0.0,OffshoreSubstation,DEU;DNK;NLD,3.0,EU,Cross-border,New,Nodal Infrastructure,Offshore,1,1
1816,4.0,1,6,2,0.0,AC,0.0,0.0,OffshoreSubstation,DEU;DNK;NLD,3.0,EU,Cross-border,New,Nodal Infrastructure,Offshore,1,1
1817,4.0,1,6,2,351.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK;NLD,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1818,4.0,1,6,2,226.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK;NLD,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1819,4.0,1,6,2,125.0,DC,2000.0,525.0,OffshoreDCTransmissionCable,DEU;DNK;NLD,3.0,EU,Cross-border,New,Cable/Line,Offshore,1,1
1827,4.0,3,4,1,109.0,AC,0.0,400.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1832,4.0,2,2,0,0.0,AC,0.0,0.0,Transformer,HUN;ROU,2.0,EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1833,4.0,2,2,0,22.0,AC,0.0,220.0,ACTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1834,4.0,2,2,0,38.0,AC,0.0,220.0,ACTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1835,4.0,2,2,0,20.2,AC,0.0,220.0,ACTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1836,4.0,2,2,0,43.9,AC,0.0,400.0,ACTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1838,2.0,1,1,0,400.0,DC,1200.0,320.0,DCTransmissionLine,FRA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1839,2.0,2,2,0,0.0,AC,0.0,400.0,OnshoreSubstation,BGR;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1840,2.0,2,2,0,0.0,AC,0.0,400.0,OnshoreSubstation,HUN;SRB,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1844,2.0,1,1,0,119.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1846,2.0,3,3,0,111.0,AC,0.0,400.0,ACTransmissionLine,BIH;HRV,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1847,2.0,4,4,0,1.0,AC,0.0,380.0,Transformer,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1854,2.0,1,1,0,125.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1855,2.0,1,1,0,276.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1856,2.0,1,1,0,1.0,AC,0.0,220.0,PhaseShiftingTransformer,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1857,2.0,1,1,0,1.0,AC,0.0,380.0,PhaseShiftingTransformer,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1858,2.0,1,1,0,1.0,AC,0.0,220.0,PhaseShiftingTransformer,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1859,2.0,1,1,0,1.0,AC,0.0,380.0,PhaseShiftingTransformer,CHE,1.0,Extra-EU,Internal,New,Nodal Infrastructure,Onshore,1,1
1860,2.0,3,3,0,148.0,AC,0.0,400.0,ACTransmissionLine,MDA;ROU,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1861,2.0,2,2,0,0.0,AC,0.0,0.0,OnshoreSubstation,MDA;ROU,2.0,Extra-EU,Cross-border,New,Nodal Infrastructure,Onshore,1,1
1862,2.0,2,2,0,62.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1863,2.0,2,2,0,176.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1864,2.0,2,2,0,116.55,AC,0.0,220.0,ACTransmissionLine,ROU;SRB,2.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1865,2.0,2,2,0,59.62,AC,0.0,400.0,ACTransmissionLine,HUN;ROU,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1868,2.0,2,2,0,38.0,AC,0.0,220.0,ACTransmissionLine,AUT,1.0,EU,Internal,Upgrade,Cable/Line,Onshore,1,1
1869,2.0,1,1,0,48.0,AC,0.0,380.0,ACTransmissionLine,AUT,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1878,2.0,1,1,0,20.0,DC,1200.0,320.0,OffshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1879,2.0,1,1,0,0.0,DC,2000.0,525.0,OffshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1881,2.0,1,1,0,0.0,DC,2000.0,525.0,OffshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1883,2.0,1,1,0,0.0,DC,2000.0,525.0,OffshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1885,2.0,1,1,0,20.0,DC,1200.0,320.0,OffshoreSubstation,FRA,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1886,2.0,1,2,1,160.0,AC,0.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1887,2.0,1,2,1,90.0,AC,0.0,330.0,ACTransmissionLine,EST;LVA,2.0,EU,Cross-border,New,Cable/Line,Onshore,1,1
1888,2.0,3,6,2,91.0,AC,0.0,400.0,ACTransmissionLine,BIH;MNE;SRB,3.0,Extra-EU,Cross-border,New,Cable/Line,Onshore,1,1
1889,2.0,2,2,0,440.0,DC,2000.0,500.0,DCTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1913,2.0,2,2,0,500.0,DC,2000.0,500.0,DCTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1917,2.0,2,2,0,150.0,AC,0.0,220.0,DCTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1918,2.0,2,2,0,425.0,DC,1000.0,500.0,DCTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1919,2.0,2,2,0,345.0,DC,2000.0,500.0,DCTransmissionLine,ITA,1.0,EU,Internal,New,Cable/Line,Onshore,1,1
1921,2.0,2,2,0,500.0,DC,1000.0,500.0,OffshoreDCTransmissionCable,ITA,1.0,EU,Internal,New,Cable/Line,Offshore,1,1
1934,2.0,1,6,2,330.0,DC,1200.0,525.0,OffshoreDCTransmissionCable,GBR;NLD,2.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1935,2.0,1,2,1,124.0,AC,0.0,220.0,OffshoreSubstation,IRL,1.0,EU,Internal,New,Nodal Infrastructure,Offshore,1,1
1936,2.0,1,1,0,250.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,BEL;DEU;DNK;NOR,4.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1937,2.0,1,1,0,200.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,BEL;DEU;DNK;NOR,4.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1938,2.0,1,1,0,350.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,BEL;DEU;DNK;NOR,4.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
1939,2.0,1,1,0,780.0,DC,1400.0,525.0,OffshoreDCTransmissionCable,BEL;DEU;DNK;NOR,4.0,Extra-EU,Cross-border,New,Cable/Line,Offshore,1,1
